Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-1381.849	-1543.975	162.1258	2.160381	0.9352785
6	-1378.349	-1540.483	162.1337	2.080675	1.00921
12	-1387.42	-1549.52	162.1002	2.06216	1.059598
18	-1387.689	-1549.573	161.8832	2.086021	1.231221
24	-1380.098	-1542.181	162.0837	1.925008	1.197653
30	-1379.725	-1541.622	161.8965	2.000441	1.291109
36	-1385.151	-1547.316	162.1644	2.107391	0.9506175
42	-1380.357	-1542.558	162.2013	1.967656	1.053305
48	-1371.854	-1533.682	161.8282	1.950956	1.385138
54	-1372.209	-1534.064	161.8544	1.951444	1.364132
60	-1375.479	-1537.311	161.8315	1.873619	1.442406
66	-1369.986	-1531.694	161.708	1.997107	1.442406
72	-1363.379	-1525.103	161.7233	1.981799	1.442406
78	-1384.872	-1546.617	161.7456	1.793428	1.566843
84	-1373.736	-1535.445	161.7095	1.882811	1.527468
90	-1374.221	-1535.743	161.5229	1.758993	1.750972
96	-1375.266	-1536.778	161.5114	1.688324	1.80809
102	-1368.624	-1529.719	161.0953	1.727015	2.062686
108	-1369.57	-1531.514	161.9441	1.856898	1.368023
114	-1375.52	-1537.308	161.788	1.802339	1.52892
120	-1371.92	-1533.455	161.5356	1.850076	1.67768
126	-1378.933	-1540.731	161.7975	1.995774	1.374069
132	-1377.235	-1539.35	162.1149	2.050331	1.056862
138	-1381.598	-1543.616	162.0175	2.051963	1.144659
144	-1388.272	-1550.292	162.0204	2.048994	1.144659
150	-1388.463	-1546.972	158.5094	1.386705	3.835985
156	-1384.21	-1544.104	159.8934	1.441177	2.992628
162	-1383.759	-1542.406	158.6475	1.449153	3.720388
168	-1381.872	-1542.168	160.2953	1.538615	2.689539
174	-1392.492	-1554.394	161.9014	2.078146	1.222478
180	-1392.029	-1554.023	161.9939	2.070966	1.148721
186	-1381.06	-1543.163	162.1037	1.912079	1.191532
192	-1395.219	-1556.5	161.2812	1.740358	1.929759
198	-1390.387	-1550.037	159.6504	1.567014	3.062757
204	-1384.877	-1545.101	160.2238	1.448909	2.788144
210	-1388.315	-1548.253	159.9382	1.625343	2.854503
216	-1384.287	-1542.331	158.0446	1.221188	4.195982
222	-1382.163	-1539.695	157.532	1.244266	4.472671
228	-1373.151	-1532.428	159.2771	1.430633	3.364615
234	-1381.173	-1539.529	158.3557	1.31382	3.965954
240	-1393.882	-1553.711	159.8287	1.658411	2.900768
246	-1386.89	-1547.511	160.6213	1.490227	2.517706
252	-1386.022	-1546.649	160.6265	1.485107	2.517706
258	-1384.991	-1545.876	160.8849	1.544692	2.317207
264	-1386.881	-1547.215	160.3338	1.523056	2.675462
270	-1378.22	-1537.838	159.6177	1.449876	3.152055
276	-1389.455	-1549.543	160.0878	1.590252	2.784889
282	-1392.667	-1550.244	157.5765	1.669128	4.207437
288	-1389.77	-1549.252	159.4822	1.273753	3.336297
294	-1383.3	-1540.999	157.6989	1.747503	4.093316
300	-1395.021	-1555.096	160.0755	1.495409	2.850037
306	-1384.012	-1544.382	160.3694	1.570443	2.624296
312	-1377.767	-1539.253	161.4857	1.759374	1.77662
318	-1395.245	-1557.135	161.8896	1.862843	1.405964
324	-1397.503	-1559.229	161.726	2.026467	1.405964
330	-1387.412	-1549.287	161.875	1.955474	1.344689
336	-1386.61	-1548.361	161.7511	1.948304	1.446771
342	-1385.253	-1546.799	161.5457	1.924131	1.61727
348	-1399.757	-1561.302	161.5452	1.924657	1.61727
354	-1388.897	-1550.818	161.9218	1.908114	1.345075
360	-1372.026	-1533.97	161.9442	1.908114	1.327181
366	-1380.937	-1542.399	161.4617	1.742168	1.805218
372	-1379.218	-1540.66	161.4418	1.833044	1.75589
378	-1386.031	-1547.735	161.7045	1.757618	1.622868
384	-1391.854	-1553.971	162.117	1.957768	1.139954
390	-1375.949	-1537.862	161.9136	1.999645	1.277707
396	-1380.221	-1541.637	161.4159	1.999645	1.656343
402	-1378.176	-1539.33	161.1544	1.861083	1.933838
408	-1377.405	-1538.81	161.4056	1.815991	1.792979
414	-1373.517	-1534.809	161.2917	1.723084	1.93432
420	-1373.497	-1534.763	161.2657	1.789362	1.907072
426	-1387.636	-1548.5	160.8642	1.693317	2.235263
432	-1383.499	-1544.754	161.2558	1.663547	1.998312
438	-1391.674	-1551.501	159.8271	1.510839	2.990578
444	-1406.539	-1568.108	161.5691	1.72964	1.739149
450	-1396.019	-1558.085	162.0661	2.455009	0.5718174
456	-1386.11	-1548.038	161.9277	2.600029	0.4635503
462	-1387.451	-1549.403	161.9514	2.516266	0.698732
468	-1382.19	-1544.306	162.1162	2.150996	0.9554519
474	-1382.957	-1544.984	162.0264	2.240783	0.9554519
480	-1391.427	-1553.52	162.0932	2.173967	0.9554519
486	-1385.933	-1547.931	161.9983	2.175271	1.048878
492	-1379.857	-1541.993	162.1361	2.225618	0.8493234
498	-1371.916	-1533.746	161.8296	2.074906	1.284912
504	-1392.222	-1553.209	160.9866	1.549162	2.249239
510	-1387.265	-1547.229	159.9646	1.457243	2.94013
516	-1385.665	-1545.613	159.948	1.473813	2.94013
522	-1394.484	-1556.111	161.6266	1.946917	1.541446
528	-1385.805	-1547.346	161.541	2.03249	1.541446
534	-1384.44	-1546.063	161.6227	1.891451	1.585078
540	-1402.249	-1564.178	161.9292	2.032659	1.237416
546	-1386.544	-1548.582	162.0379	2.096076	1.086197
552	-1389.149	-1550.639	161.4898	2.052185	1.564692
558	-1386.175	-1548.098	161.9227	2.067743	1.213248
564	-1400.277	-1559.623	159.3453	1.589182	3.230977
570	-1396.876	-1556.27	159.3937	1.540732	3.230977
576	-1391.837	-1551.895	160.0581	1.691299	2.741353
582	-1389.171	-1549.583	160.4119	1.766519	2.475912
588	-1391.128	-1551.85	160.7225	1.611754	2.377797
594	-1390.434	-1551.751	161.3173	1.838556	1.838351
600	-1397.731	-1558.288	160.5566	1.619061	2.47763
606	-1381.825	-1542.917	161.0925	1.650528	2.114809
612	-1382.417	-1542.681	160.2643	1.753207	2.576238
618	-1388.034	-1548.523	160.4892	1.528289	2.576238
624	-1378.551	-1539.233	160.6818	1.471422	2.491696
630	-1379.777	-1538.793	159.0158	1.349785	3.564524
636	-1381.012	-1539.916	158.9044	1.461269	3.564524
642	-1377.66	-1536.366	158.7059	1.434423	3.695176
648	-1375.661	-1533.144	157.4829	1.554167	4.32555
654	-1393.052	-1551.686	158.634	1.352024	3.784249
660	-1399.518	-1557.649	158.1307	1.439491	4.022693
666	-1378.021	-1537.98	159.9593	1.424527	2.962992
672	-1373.353	-1533.886	160.5335	1.353972	2.656606
678	-1376.285	-1536.615	160.3298	1.54369	2.665197
684	-1373.207	-1533.625	160.4183	1.455229	2.665197
690	-1394.643	-1554.676	160.0327	1.570156	2.830619
696	-1392.16	-1552.659	160.4992	1.552326	2.555094
702	-1380.84	-1542.642	161.802	1.987595	1.376929
708	-1373.081	-1534.62	161.5394	1.991724	1.572629
714	-1394.321	-1553.548	159.2266	1.300896	3.470164
720	-1392.847	-1551.256	158.4084	1.459567	3.852169
726	-1402.066	-1562.745	160.6795	1.511225	2.468219
732	-1395.229	-1555.69	160.4607	1.616994	2.538821
738	-1390.695	-1551.346	160.6506	1.427084	2.538821
744	-1395.901	-1557.232	161.3303	1.670705	1.943577
750	-1389.335	-1551.267	161.932	2.456823	0.8153166
756	-1398.928	-1560.827	161.8998	2.489065	0.8153166
762	-1389.828	-1551.049	161.2206	1.983081	1.805327
768	-1388.023	-1549.507	161.4836	1.855474	1.710771
774	-1395.869	-1557.46	161.5902	1.963938	1.555724
780	-1401.446	-1563.441	161.9951	2.095274	1.125981
786	-1398.728	-1559.397	160.6696	1.753223	2.321494
792	-1390.569	-1552.572	162.0028	2.261061	0.9589068
798	-1384.419	-1546.386	161.9666	2.275369	0.9814612
804	-1378.758	-1540.904	162.1461	2.306714	0.7237248
810	-1373.955	-1535.941	161.9853	2.515472	0.6319409
816	-1389.554	-1551.643	162.089	2.349272	0.7465672
822	-1381.547	-1540.522	158.9754	1.372434	3.574889
828	-1390.042	-1549.88	159.837	1.500099	2.991065
834	-1381.25	-1543.258	162.0084	2.387486	0.8061461
840	-1378.807	-1540.741	161.9333	2.253474	1.036249
846	-1375.615	-1537.473	161.8584	2.128961	1.215867
852	-1381.32	-1543.276	161.9565	1.942023	1.289774
858	-1392.112	-1554.274	162.1624	2.123726	0.9353198
864	-1383.457	-1545.555	162.0979	2.123726	1.002022
870	-1384.577	-1546.601	162.0239	2.134696	1.063158
876	-1386.931	-1549.01	162.0783	2.008371	1.129268
882	-1398.511	-1557.493	158.9823	1.756004	3.346627
888	-1399.498	-1558.892	159.3939	1.729832	3.11864
894	-1395.353	-1557.253	161.8996	1.892567	1.374903
900	-1398.069	-1558.21	160.1412	1.595776	2.748927
906	-1395.147	-1555.929	160.7824	1.703445	2.28126
912	-1401.858	-1561.702	159.8438	1.765438	2.826741
918	-1387.295	-1547.395	160.1001	1.638813	2.747726
924	-1394.027	-1554.293	160.2667	1.497217	2.732484
930	-1390.743	-1549.628	158.8846	1.252966	3.69676
