Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	tree_length
0	-1381.849	-1543.975	162.1258	0.00318246	0.0355145	0.00690313	0.0115802	0.00317144	0.00145766	0.010304	0.00467188	0.00723963	0.0143402	0.00921556	0.00014175	0.00771026	0.000116043	0.0128884	0.0174506	0.00290657	0.0153452	0.00347817	0.0326227	0.00238995	0.0115295	0.00253482	0.00247777	0.00812595	0.00748227	0.00475659	0.00902626	0.00263357	0.0107405	0.0125343	0.000606156	0.0132286	0.00850907	0.0101416	0.00504796	0.00226362	0.0149609	0.00482573	0.00150609	0.00392602	0.0196607	0.00751657	0.00116061	0.020477	0.00869285	0.0181025	0.0224589	0.000509084	0.0216572	0.0130158	0.00634312	0.012718	0.00486268	0.0195246	0.0169772	0.00120173	0.0597555	0.00286185	7.99082e-06	0.0363231	0.007742	7.71247e-05	0.00495859	0.0128706	0.0109972	0.00135132	0.0189164	0.0178744	0.0137456	0.0166354	0.000102988	0.00253146	0.00526502	0.000818161	0.0014041	0.000699291	0.0100262	0.0280756	0.0115239	0.000145635	0.00468109	0.00438273	0.0150123	0.0091797	0.0126636	0.02643	0.0112664	0.0141605	0.000983054	0.00716189	0.0292023	0.00107902	0.0503985	0.232898	0.634698	1.57555	4.29372	19.8419	2.160381	0.00340269	0.0379721	0.00738083	0.0123815	0.0033909	0.00155853	0.011017	0.00499517	0.00774062	0.0153326	0.00985328	0.00015156	0.00824382	0.000124074	0.0137802	0.0186582	0.00310771	0.0164071	0.00371886	0.0348802	0.00255534	0.0123273	0.00271023	0.00264923	0.00868827	0.00800005	0.00508574	0.00965088	0.00281582	0.0114838	0.0134017	0.000648102	0.014144	0.0090979	0.0108434	0.00539728	0.00242026	0.0159962	0.00515967	0.00161031	0.0041977	0.0210212	0.00803672	0.00124092	0.021894	0.00929439	0.0193552	0.0240131	0.000544313	0.0231559	0.0139165	0.00678206	0.0135981	0.00519918	0.0208758	0.018152	0.00128489	0.0638906	0.00305989	8.54378e-06	0.0388367	0.00827775	8.24618e-05	0.00530172	0.0137613	0.0117582	0.00144483	0.0202255	0.0191113	0.0146967	0.0177866	0.000110114	0.00270664	0.00562936	0.000874778	0.00150126	0.000747683	0.0107201	0.0300185	0.0123213	0.000155713	0.00500502	0.00468602	0.0160511	0.00981494	0.0135399	0.028259	0.012046	0.0151404	0.00105108	0.00765749	0.0312231	0.00115369	0.9352785
36	-1385.151	-1547.316	162.1644	0.00331821	0.0656553	0.0168573	0.0130617	0.00430434	0.000281461	0.00851756	0.0119379	0.00540503	0.0144884	0.00688333	0.00532881	0.0117512	0.00188749	0.0123585	0.0131293	0.0120205	0.0117757	0.00122841	0.0190944	0.000276293	0.0181571	0.00199407	0.00726387	0.00864099	0.00643529	0.0127207	0.00356526	0.00324466	0.0037951	0.008322	0.00252651	0.00294081	0.010899	0.0111279	0.00703297	0.00688557	0.00939887	0.000493899	0.00320371	0.00336651	0.0125118	0.00109953	0.0085959	0.0245111	0.0179576	0.0193606	0.00498134	0.00289515	0.0133906	0.0125922	0.0139119	0.0131263	0.0306947	0.019079	0.00226806	0.00250043	0.0411465	0.00328018	8.12254e-05	0.0203422	0.00845599	0.00150605	0.00714561	0.0166872	0.0158771	0.00276131	0.0180866	0.00882182	0.0106716	0.0131573	0.00128365	0.001485	0.00150135	0.00754061	0.00483027	0.00212587	0.00304802	0.0284651	0.0195854	0.00204584	0.0160528	0.00289125	0.0141599	0.0156502	0.0103935	0.0312104	0.00549666	0.00805787	0.00791681	0.00138096	0.0177192	0.00870404	0.0542307	0.241373	0.641815	1.55808	4.14297	18.4398	2.107391	0.00349058	0.069066	0.017733	0.0137402	0.00452794	0.000296082	0.00896003	0.0125581	0.00568581	0.015241	0.0072409	0.00560564	0.0123616	0.00198554	0.0130005	0.0138113	0.012645	0.0123874	0.00129222	0.0200863	0.000290645	0.0191003	0.00209766	0.00764121	0.00908987	0.00676959	0.0133815	0.00375047	0.00341321	0.00399224	0.00875431	0.00265776	0.00309358	0.0114652	0.011706	0.00739831	0.00724326	0.00988712	0.000519556	0.00337013	0.00354139	0.0131618	0.00115665	0.00904244	0.0257844	0.0188905	0.0203663	0.00524011	0.00304555	0.0140862	0.0132463	0.0146346	0.0138082	0.0322893	0.0200702	0.00238588	0.00263032	0.043284	0.00345058	8.54449e-05	0.0213989	0.00889526	0.00158429	0.00751681	0.0175541	0.0167019	0.00290475	0.0190261	0.0092801	0.011226	0.0138408	0.00135033	0.00156214	0.00157934	0.00793233	0.00508119	0.0022363	0.00320636	0.0299438	0.0206028	0.00215212	0.0168868	0.00304144	0.0148954	0.0164631	0.0109334	0.0328317	0.0057822	0.00847646	0.00832807	0.0014527	0.0186397	0.0091562	0.9506175
72	-1363.379	-1525.103	161.7233	0.0126719	0.0964209	0.0218132	0.0131325	0.00929561	0.0010974	0.00344787	0.013096	0.00242232	0.00850758	0.0157565	0.0107211	0.0160934	0.00595707	0.023885	0.00274457	0.0197108	0.00792577	0.00491702	0.0514731	0.00150606	0.028704	0.00216071	0.00734426	0.0225001	0.0114094	0.00616445	0.0137184	0.00608793	0.0158224	0.0236471	0.00376882	0.0234192	0.0178496	0.00286893	0.00478871	0.0140854	0.0255521	0.00273033	0.00278577	0.0083874	0.014674	0.000607747	0.00569287	0.0281495	0.0490687	0.01701	0.00782692	0.0192251	0.00880028	0.0310653	0.0173697	0.00533108	0.0311719	0.00648458	0.000565899	0.0161051	0.0673014	0.0102892	0.000280363	0.0446649	0.00347194	0.0164063	0.00319185	0.0114929	0.00801371	0.0051811	0.0306952	0.0157155	0.012906	0.00950825	0.000676725	0.000265659	0.0236352	0.0177763	0.00642431	0.00229396	0.00659254	0.021189	0.00863911	0.0310638	0.00590486	0.000413451	0.0217851	0.0283371	0.0159006	0.0822506	0.0142476	0.02651	0.00934523	0.00533396	0.0271605	0.0020028	0.0645177	0.26271	0.659003	1.51744	3.80647	15.4996	1.981799	0.00878528	0.0668472	0.0151228	0.00910461	0.00644451	0.000760811	0.00239036	0.00907927	0.00167936	0.00589819	0.0109238	0.00743278	0.0111573	0.00412995	0.0165591	0.00190277	0.0136652	0.00549482	0.0034089	0.0356856	0.00104413	0.0199001	0.00149799	0.00509167	0.015599	0.00790998	0.00427373	0.00951076	0.00422068	0.0109695	0.0163942	0.00261287	0.0162362	0.0123748	0.00198899	0.00331994	0.00976518	0.0177149	0.0018929	0.00193133	0.00581487	0.0101733	0.000421343	0.00394679	0.0195157	0.0340186	0.0117928	0.0054263	0.0133285	0.00610111	0.0215372	0.0120422	0.00369596	0.021611	0.00449567	0.00039233	0.0111654	0.0466591	0.00713333	0.000194372	0.0309655	0.00240705	0.0113742	0.00221286	0.00796788	0.00555579	0.00359198	0.0212805	0.0108953	0.00894755	0.00659194	0.000469164	0.000184177	0.016386	0.0123241	0.00445388	0.00159037	0.00457051	0.0146901	0.00598937	0.0215361	0.00409375	0.00028664	0.0151033	0.0196457	0.0110236	0.0570232	0.00987766	0.018379	0.00647892	0.00369796	0.01883	0.00138851	1.442406
108	-1369.57	-1531.514	161.9441	0.00932125	0.054299	0.0201899	0.00669176	0.00352514	0.0185806	0.00442978	0.0213882	0.00727561	0.0123069	0.0177286	0.0096762	0.0140785	0.0157625	0.0138767	0.0107349	0.00978873	0.0384897	0.00728716	0.0352569	0.00169838	0.011807	0.00202957	0.00638696	0.0182124	0.00437349	0.00384396	0.0186327	0.00689306	0.00746894	0.0212629	0.00394065	0.0125698	0.0149529	0.0172984	0.00795338	0.0119616	0.0171477	0.00143914	0.00133234	0.008284	0.0116475	1.92307e-05	0.00823038	0.01998	0.0084407	0.0368509	0.0202178	0.0293923	0.00305161	0.0255121	0.00444836	0.00856064	0.0184054	0.00959307	0.00436658	0.0226073	0.0642153	0.00214195	0.00356717	0.0712057	0.0105849	0.0193674	0.00120581	0.0098827	0.00434199	0.00257063	0.0397043	0.00670406	0.0131941	0.00953779	0.000600119	8.2045e-05	0.00983724	0.00950036	0.00297445	0.00178168	0.0075889	0.0369658	0.0142352	0.00764998	0.00261235	0.0118885	0.0113925	0.0260534	0.0205172	0.066098	0.0288911	0.0404183	0.0120266	0.00903322	0.02287	0.00528109	0.0766827	0.285801	0.676553	1.47808	3.49894	13.0408	1.856898	0.00681367	0.0396916	0.0147584	0.00489155	0.00257681	0.0135821	0.00323809	0.0156344	0.00531834	0.00899614	0.0129593	0.00707313	0.0102912	0.0115221	0.0101436	0.00784699	0.00715538	0.0281353	0.00532679	0.0257721	0.00124148	0.00863067	0.00148358	0.00466875	0.0133129	0.00319694	0.00280987	0.0136202	0.0050387	0.00545966	0.0155428	0.00288055	0.00918831	0.0109303	0.0126448	0.00581378	0.00874368	0.0125346	0.00105199	0.000973914	0.00605545	0.00851411	1.40573e-05	0.00601626	0.014605	0.00617	0.0269373	0.0147789	0.0214852	0.00223067	0.0186488	0.00325167	0.00625767	0.013454	0.00701236	0.00319189	0.0165255	0.0469402	0.00156573	0.00260754	0.0520501	0.00773736	0.0141572	0.000881427	0.00722408	0.00317392	0.00187909	0.0290231	0.00490055	0.00964463	0.00697195	0.000438676	5.99734e-05	0.00719084	0.00694459	0.00217427	0.00130238	0.00554735	0.0270213	0.0104057	0.005592	0.00190958	0.0086903	0.00832773	0.0190446	0.0149977	0.0483164	0.0211189	0.0295451	0.00879126	0.00660312	0.0167176	0.00386038	1.368023
144	-1388.272	-1550.292	162.0204	0.00762013	0.045018	0.00301865	0.00192454	0.000900358	0.0229801	0.00501608	0.00925314	0.00435995	0.03552	0.0145516	0.00148578	0.0174587	0.00400933	0.0198778	0.0112055	0.0189076	0.025403	0.0103209	0.0219279	0.000563267	0.0146757	0.00686918	0.000539412	0.00661681	0.0185642	0.00427053	0.00347221	0.00886303	0.0143653	0.0209371	0.00264813	0.00375034	0.0154954	0.0121621	0.00482708	0.00335251	0.0152375	0.00591824	0.00617817	0.00391949	0.0249561	0.000100521	0.0076435	0.0392464	0.0123739	0.0396182	0.0141264	0.00328725	0.0085675	0.00729535	8.84645e-05	0.00490437	0.0142885	0.00218347	0.00619117	0.00972352	0.0613867	0.00440608	0.00657792	0.0243202	0.00593788	0.0231004	0.00722334	0.0060039	0.01409	0.0160925	0.0357403	0.00459217	0.0229827	0.00930087	0.00332364	0.000445006	0.00636685	0.0222923	0.00821592	0.0127992	0.00827119	0.00622347	0.00224137	0.0120722	0.00155279	0.00895898	0.00817801	0.0383088	0.00755844	0.0577112	0.00384933	0.00404147	0.0131453	0.00507122	0.0135555	0.010142	0.0587922	0.25107	0.649751	1.53905	3.98296	17.0091	2.048994	0.00665712	0.0393287	0.00263716	0.00168132	0.000786573	0.0200759	0.00438216	0.00808376	0.00380896	0.0310311	0.0127126	0.00129801	0.0152523	0.00350264	0.0173657	0.00978935	0.0165182	0.0221927	0.0090166	0.0191567	0.000492083	0.0128211	0.00600107	0.000471243	0.0057806	0.0162181	0.00373083	0.00303341	0.00774295	0.0125498	0.0182912	0.00231346	0.00327638	0.0135372	0.0106251	0.00421705	0.00292883	0.0133118	0.00517031	0.00539739	0.00342416	0.0218022	8.78173e-05	0.00667754	0.0342865	0.0108101	0.0346114	0.0123412	0.00287182	0.00748476	0.00637339	7.72846e-05	0.00428457	0.0124828	0.00190753	0.00540875	0.00849469	0.0536288	0.00384926	0.00574662	0.0212467	0.00518747	0.0201811	0.00631047	0.00524514	0.0123093	0.0140587	0.0312235	0.00401183	0.0200782	0.00812545	0.00290361	0.000388767	0.00556223	0.019475	0.00717762	0.0111817	0.0072259	0.00543696	0.00195811	0.0105466	0.00135656	0.00782677	0.0071445	0.0334674	0.00660322	0.0504178	0.00336287	0.00353072	0.0114841	0.00443034	0.0118424	0.00886026	1.144659
180	-1392.029	-1554.023	161.9939	0.00959381	0.0523971	0.0127255	0.0107235	0.0048305	0.0133755	0.00118399	0.0263455	0.0129081	0.0195188	0.00917508	0.00102546	0.0013818	0.00569611	0.0309231	0.0103535	0.0145507	0.0449306	0.0166075	0.0325632	0.000336752	0.00727973	0.00206782	0.00152754	0.019373	0.00323646	0.00413437	0.0081114	0.00567311	0.00067912	0.0286645	0.00373404	0.00561047	0.00535984	0.0278551	0.00694254	0.00573455	0.0241616	0.00171693	0.00123994	0.00501447	0.0184803	0.000227292	0.0038662	0.0160402	0.0843852	0.0196627	0.00816701	0.012182	0.0123237	0.00178123	4.85428e-05	0.0111361	0.0221952	0.00947591	0.00334019	0.00585644	0.0587654	0.0110087	0.00211371	0.0241627	0.00784578	0.00297227	0.00362501	0.00148593	0.0159946	0.00201901	0.0300794	0.00551889	0.0333913	0.0152514	9.8986e-05	0.000280741	0.00517549	0.00243266	0.00907023	0.0187133	0.00645579	0.0224937	0.00352488	0.0136576	0.00647275	0.00190204	0.00336097	0.0123217	0.0200852	0.0388196	0.00429753	0.00251012	0.00823055	0.00943605	0.0101752	0.00654029	0.0570325	0.247376	0.646754	1.54618	4.04243	17.5339	2.070966	0.00835173	0.0456134	0.011078	0.00933521	0.00420511	0.0116438	0.0010307	0.0229347	0.0112369	0.0169918	0.00798722	0.000892698	0.0012029	0.00495865	0.0269196	0.00901311	0.0126669	0.0391136	0.0144574	0.0283473	0.000293154	0.00633725	0.00180011	0.00132977	0.0168649	0.00281744	0.00359911	0.00706125	0.00493863	0.000591197	0.0249534	0.00325061	0.00488411	0.00466592	0.0242488	0.00604372	0.00499212	0.0210335	0.00149464	0.00107941	0.00436527	0.0160877	0.000197865	0.00336566	0.0139635	0.0734602	0.0171171	0.00710966	0.0106049	0.0107282	0.00155062	4.22581e-05	0.00969438	0.0193217	0.0082491	0.00290775	0.00509823	0.0511573	0.00958347	0.00184005	0.0210345	0.00683002	0.00258746	0.00315569	0.00129355	0.0139238	0.00175762	0.0261851	0.00480438	0.0290683	0.0132769	8.61706e-05	0.000244394	0.00450544	0.00211771	0.00789594	0.0162905	0.00561998	0.0195815	0.00306852	0.0118894	0.00563475	0.00165579	0.00292584	0.0107264	0.0174848	0.0337938	0.00374115	0.00218514	0.00716497	0.0082144	0.00885783	0.00569354	1.148721
216	-1384.287	-1542.331	158.0446	0.040425	0.127115	0.142449	0.0163109	0.00974105	0.0248436	0.0284131	0.0310982	0.0208344	0.056914	0.0230078	0.0337104	0.0188595	0.0116217	0.062814	0.0145007	0.042397	0.0975239	0.00355817	0.122353	0.000373304	0.0506301	0.00382632	0.0173298	0.0439861	0.0129678	0.00483333	0.0119704	0.0253739	0.0105398	0.0525242	0.0308723	0.0442641	0.0698373	0.139358	0.0184532	0.0163316	0.117378	0.0194346	0.0062205	0.0397304	0.0409347	0.00247967	0.0550973	0.0504601	0.182606	0.0824846	0.0475449	0.0469101	0.0422946	0.00391781	0.00109388	0.0385217	0.00487664	0.0384378	0.0409257	0.0022861	0.139702	0.0257972	0.0049919	0.0540082	0.036014	0.0324478	0.00740418	0.00112454	0.057407	0.000897347	0.306039	0.0763387	0.145122	0.0178941	0.0677818	0.00716791	0.00168417	0.0554278	0.00973751	0.0613705	0.0255852	0.0815039	0.0505203	0.0390641	0.00128147	0.00847899	0.00639184	0.0479206	0.111191	0.0889737	0.00542704	0.0305155	0.0472766	0.0293546	0.146035	0.0225085	0.184723	0.438814	0.773389	1.29301	2.27887	5.4135	1.221188	0.00963423	0.0302944	0.0339488	0.00388727	0.00232152	0.0059208	0.00677151	0.00741143	0.00496532	0.0135639	0.0054833	0.00803396	0.00449465	0.00276972	0.01497	0.00345585	0.0101042	0.0232422	0.000847995	0.0291595	8.8967e-05	0.0120663	0.0009119	0.00413009	0.0104829	0.00309052	0.00115189	0.00285282	0.00604719	0.00251188	0.0125177	0.00735759	0.0105492	0.0166439	0.0332123	0.00439782	0.0038922	0.0279738	0.00463171	0.00148249	0.00946868	0.0097557	0.000590964	0.013131	0.0120258	0.0435192	0.019658	0.0113311	0.0111798	0.0100798	0.000933704	0.000260697	0.00918061	0.00116222	0.00916063	0.00975356	0.000544831	0.0332943	0.00614807	0.00118968	0.0128714	0.00858297	0.00773306	0.00176459	0.000268003	0.0136814	0.000213859	0.0729361	0.0181933	0.034586	0.00426458	0.016154	0.00170828	0.000401378	0.0132097	0.00232068	0.014626	0.00609754	0.0194243	0.0120402	0.00930988	0.000305405	0.00202074	0.00152332	0.0114206	0.0264994	0.0212045	0.00129339	0.00727256	0.0112671	0.00699587	0.0348035	0.00536429	4.195982
252	-1386.022	-1546.649	160.6265	0.00490862	0.089801	0.00774005	0.0145745	0.00577963	0.0514612	0.0408105	0.0279148	0.00612512	0.029438	0.0357783	0.0197054	0.0414784	0.0133106	0.0374275	0.0134745	0.025783	0.0436488	0.0115303	0.0531907	0.00536873	0.0016351	0.0260439	0.00364143	0.0321889	0.0240007	0.00133535	0.0122858	0.0313428	0.0235827	0.025937	0.0118229	0.00737609	0.0473834	0.0348837	0.0242128	0.00471162	0.0497341	0.00191798	0.0155876	0.0192803	0.0700159	0.0160305	0.00491485	0.0529333	0.0934084	0.000775233	0.0249948	0.0215311	0.00141802	0.00959479	0.0118817	0.022132	0.00932872	0.0188601	0.0113431	0.0123479	0.0364897	0.0662391	0.017279	0.0404891	0.0170124	0.0116101	0.0280027	0.0723564	0.0220328	0.00796433	0.010943	0.0250744	0.0800828	0.0212762	0.0304864	0.0108522	0.00663662	0.0351767	0.00205955	0.0588893	0.0527299	0.00971191	0.00349036	0.033361	0.032342	0.0934413	0.0245112	0.0155046	0.00616472	0.0613924	0.00248827	0.00889368	0.0178636	0.0435766	0.021995	0.129622	0.128235	0.367259	0.731609	1.36685	2.72288	7.79821	1.485107	0.00194964	0.0356678	0.00307425	0.00578881	0.00229559	0.0204397	0.0162094	0.0110874	0.00243282	0.0116924	0.0142107	0.00782673	0.0164747	0.0052868	0.0148657	0.00535189	0.0102407	0.0173367	0.0045797	0.0211267	0.00213239	0.000649442	0.0103443	0.00144633	0.012785	0.00953277	0.000530382	0.00487978	0.0124489	0.00936673	0.0103018	0.00469591	0.00292969	0.0188201	0.0138553	0.009617	0.00187139	0.0197537	0.000761798	0.0061912	0.00765789	0.0278094	0.0063671	0.00195211	0.0210244	0.0371006	0.000307913	0.0099276	0.00855187	0.000563218	0.00381093	0.00471926	0.00879056	0.00370525	0.00749098	0.00450532	0.00490441	0.0144933	0.0263093	0.00686301	0.0160817	0.0067571	0.00461136	0.0111223	0.028739	0.00875114	0.00316333	0.0043464	0.00995923	0.0318078	0.00845063	0.0121088	0.00431034	0.00263598	0.0139717	0.000818025	0.0233901	0.0209436	0.00385744	0.00138632	0.0132506	0.0128458	0.0371137	0.00973552	0.00615822	0.00244855	0.0243842	0.000988308	0.00353245	0.0070952	0.0173081	0.00873613	0.0514844	2.517706
288	-1389.77	-1549.252	159.4822	0.0088517	0.183637	0.0374409	0.0160011	0.00742535	0.0292181	0.0303772	0.0253745	0.0281377	0.054012	0.0741701	0.021912	0.0935549	0.0178093	0.0653151	0.018286	0.0227585	0.0841672	0.00430577	0.0998904	0.00740257	0.0190225	0.000800213	0.000758428	0.0318533	0.0222411	0.0045498	0.0089791	0.0285644	0.0466775	0.0376566	0.0045998	0.0179021	0.0542305	0.0469154	0.0248637	0.0262093	0.0492466	0.00194216	0.0411284	0.014014	0.0312645	0.00330451	0.0398525	0.0174595	0.138906	0.00383873	0.00572191	0.0195624	0.00214338	0.0348167	0.0205081	0.0150279	0.0105314	0.027052	0.069336	0.0178957	0.0324768	0.0319744	0.0156691	0.0232882	0.020329	0.0233899	0.0433556	0.0580308	0.018314	0.0404894	0.00293294	0.0154239	0.0490137	0.0200055	0.0347469	0.0227984	0.0189665	0.102196	0.0048972	0.0582242	0.0740223	0.0458371	0.00530947	0.0177794	0.0176154	0.157184	0.0203397	0.0374671	0.0535005	0.0734959	0.0165877	0.0116853	0.00432006	0.0374394	0.0214333	0.236334	0.171771	0.423529	0.764882	1.30739	2.36111	5.8217	1.273753	0.00265315	0.0550422	0.0112223	0.00479605	0.00222563	0.00875764	0.00910505	0.0076056	0.00843382	0.0161892	0.0222313	0.00656775	0.0280416	0.00533804	0.0195771	0.00548092	0.00682148	0.0252277	0.00129058	0.0299405	0.0022188	0.00570167	0.000239851	0.000227326	0.00954749	0.0066664	0.00136373	0.00269134	0.00856169	0.0139908	0.011287	0.00137871	0.00536587	0.0162547	0.0140621	0.00745249	0.0078558	0.0147609	0.00058213	0.0123276	0.00420047	0.00937101	0.000990473	0.0119451	0.00523319	0.0416348	0.0011506	0.00171505	0.0058635	0.000642444	0.0104357	0.00614698	0.00450436	0.00315661	0.00810838	0.0207823	0.00536395	0.00973438	0.00958381	0.00469654	0.00698025	0.00609328	0.00701074	0.0129951	0.0173938	0.00548932	0.012136	0.000879101	0.00462306	0.014691	0.00599632	0.0104148	0.00683345	0.00568489	0.0306314	0.00146786	0.0174517	0.022187	0.0137389	0.00159143	0.00532907	0.00527994	0.0471134	0.0060965	0.0112301	0.0160359	0.0220292	0.00497189	0.00350248	0.00129487	0.0112218	0.00642428	0.0708374	3.336297
324	-1397.503	-1559.229	161.726	1.7998e-05	0.116588	0.0108075	0.00846145	0.00077637	0.00986298	0.0157082	0.0125561	0.00104218	0.0279014	0.0201631	0.00165452	0.0144584	0.00578149	0.0212675	0.0148437	0.000439673	0.0261242	0.00834056	0.030777	0.00408792	0.00653959	0.0004763	0.00461231	0.0108621	0.00853995	0.0185038	0.00763913	0.0076121	0.00729876	0.0111504	0.0139846	0.00962109	0.0252333	0.0339526	0.0136635	0.0028396	0.0272927	0.0159703	0.00648096	0.00971654	0.0183184	0.00155313	0.00699961	0.00993756	0.0310984	0.00967248	0.00505957	0.00379445	0.0025641	0.00939641	0.013487	0.011023	0.00194261	0.00551212	0.00301699	0.00421065	0.00813981	8.91793e-05	0.0028653	0.0583027	0.0289293	0.0137031	0.0262063	0.001111	0.0277623	0.0249517	0.0121198	0.0550294	0.0291439	0.00592645	0.00727149	0.0133387	0.00143836	0.00340004	0.0182861	0.0081114	0.00339217	0.0243432	0.0369291	0.00171802	0.135061	0.023686	0.00568252	0.00744254	0.00233476	0.0198085	0.0118977	0.00985439	0.0124244	0.0209949	0.000345264	0.0126859	0.0606527	0.254914	0.652838	1.53177	3.9229	16.4873	2.026467	1.28012e-05	0.0829241	0.00768691	0.00601826	0.000552198	0.0070151	0.0111726	0.00893061	0.000741253	0.0198451	0.0143411	0.00117679	0.0102836	0.00411212	0.0151266	0.0105577	0.00031272	0.018581	0.00593227	0.0218903	0.00290756	0.00465132	0.000338771	0.00328053	0.00772574	0.00607409	0.013161	0.00543338	0.00541415	0.00519128	0.0079308	0.00994662	0.00684306	0.0179474	0.024149	0.00971826	0.00201968	0.0194121	0.0113589	0.00460962	0.00691094	0.0130291	0.00110468	0.00497851	0.00706815	0.0221189	0.00687961	0.00359865	0.00269882	0.00182373	0.00668325	0.00959273	0.0078402	0.0013817	0.00392053	0.00214585	0.00299485	0.00578948	6.34293e-05	0.00203796	0.0414681	0.0205761	0.00974641	0.0186394	0.000790206	0.0197461	0.0177471	0.00862027	0.0391399	0.0207287	0.00421522	0.00517189	0.00948725	0.00102304	0.0024183	0.0130061	0.00576928	0.0024127	0.0173142	0.026266	0.00122195	0.0960632	0.0168468	0.00404172	0.00529355	0.00166061	0.0140889	0.00846229	0.00700899	0.00883695	0.0149328	0.000245571	0.00902295	1.405964
